country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-04-26,-39,-9,-26,-57,-36,12
AU,Australia,New South Wales,,AU-NSW,,2020-04-26,-40,-6,-26,-55,-35,13
AU,Australia,Northern Territory,,AU-NT,,2020-04-26,-20,-2,-9,-42,-22,8
AU,Australia,Queensland,,AU-QLD,,2020-04-26,-23,9,-34,-55,-28,10
AU,Australia,South Australia,,AU-SA,,2020-04-26,-30,-1,-25,-48,-26,10
AU,Australia,Tasmania,,AU-TAS,,2020-04-26,-48,-20,-73,-69,-31,14
AU,Australia,Victoria,,AU-VIC,,2020-04-26,-45,-9,-63,-67,-37,16
AU,Australia,Western Australia,,AU-WA,,2020-04-26,-23,,-18,-49,-24,10
AU,Australia,,,,,2020-04-26,-36,-3,-34,-55,-32,13
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-04-27,-40,-2,64,-65,-80,26
AU,Australia,New South Wales,,AU-NSW,,2020-04-27,-39,-12,-37,-59,-38,18
AU,Australia,Northern Territory,,AU-NT,,2020-04-27,-18,2,-4,-35,4,8
AU,Australia,Queensland,,AU-QLD,,2020-04-27,-31,-6,-33,-56,-25,13
AU,Australia,South Australia,,AU-SA,,2020-04-27,-30,-5,-23,-45,-19,12
AU,Australia,Tasmania,,AU-TAS,,2020-04-27,-48,-19,-69,-58,-27,14
AU,Australia,Victoria,,AU-VIC,,2020-04-27,-41,-14,-21,-67,-41,19
AU,Australia,Western Australia,,AU-WA,,2020-04-27,-32,-9,2,-61,-70,23
AU,Australia,,,,,2020-04-27,-36,-10,-27,-60,-39,17
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-04-28,-41,-13,-7,-53,-42,19
AU,Australia,New South Wales,,AU-NSW,,2020-04-28,-40,-12,-37,-58,-38,17
AU,Australia,Northern Territory,,AU-NT,,2020-04-28,-17,-5,-4,-29,1,6
AU,Australia,Queensland,,AU-QLD,,2020-04-28,-32,-7,-33,-55,-27,13
AU,Australia,South Australia,,AU-SA,,2020-04-28,-31,-4,-44,-46,-22,11
AU,Australia,Tasmania,,AU-TAS,,2020-04-28,-47,-19,-60,-55,-27,13
AU,Australia,Victoria,,AU-VIC,,2020-04-28,-42,-16,-39,-68,-42,19
AU,Australia,Western Australia,,AU-WA,,2020-04-28,-24,6,-27,-50,-24,12
AU,Australia,,,,,2020-04-28,-36,-10,-37,-57,-34,16
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-04-29,-47,-17,-56,-61,-45,17
AU,Australia,New South Wales,,AU-NSW,,2020-04-29,-41,-13,-35,-58,-38,12
AU,Australia,Northern Territory,,AU-NT,,2020-04-29,-18,2,-13,-33,2,1
AU,Australia,Queensland,,AU-QLD,,2020-04-29,-33,-10,-26,-53,-29,7
AU,Australia,South Australia,,AU-SA,,2020-04-29,-33,-6,-50,-51,-23,8
AU,Australia,Tasmania,,AU-TAS,,2020-04-29,-47,-20,-66,-58,-28,9
AU,Australia,Victoria,,AU-VIC,,2020-04-29,-47,-22,-68,-71,-42,16
AU,Australia,Western Australia,,AU-WA,,2020-04-29,-28,-1,-25,-49,-21,9
AU,Australia,,,,,2020-04-29,-38,-13,-41,-58,-34,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-04-30,-43,-14,-52,-61,-45,22
AU,Australia,New South Wales,,AU-NSW,,2020-04-30,-43,-12,-56,-62,-39,21
AU,Australia,Northern Territory,,AU-NT,,2020-04-30,-19,9,-4,-34,-1,9
AU,Australia,Queensland,,AU-QLD,,2020-04-30,-34,-5,-24,-56,-29,14
AU,Australia,South Australia,,AU-SA,,2020-04-30,-31,-1,-51,-50,-23,15
AU,Australia,Tasmania,,AU-TAS,,2020-04-30,-46,-17,-60,-59,-26,16
AU,Australia,Victoria,,AU-VIC,,2020-04-30,-44,-12,-56,-69,-42,22
AU,Australia,Western Australia,,AU-WA,,2020-04-30,-28,1,-26,-50,-22,14
AU,Australia,,,,,2020-04-30,-39,-8,-43,-60,-34,18
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-01,-43,-9,-47,-59,-41,24
AU,Australia,New South Wales,,AU-NSW,,2020-05-01,-37,-3,-39,-55,-35,18
AU,Australia,Northern Territory,,AU-NT,,2020-05-01,-15,22,3,-33,0,8
AU,Australia,Queensland,,AU-QLD,,2020-05-01,-29,-3,-29,-54,-25,14
AU,Australia,South Australia,,AU-SA,,2020-05-01,-31,1,-54,-49,-20,14
AU,Australia,Tasmania,,AU-TAS,,2020-05-01,-44,-14,-63,-58,-25,17
AU,Australia,Victoria,,AU-VIC,,2020-05-01,-42,-13,-66,-69,-41,23
AU,Australia,Western Australia,,AU-WA,,2020-05-01,-27,3,-24,-50,-19,13
AU,Australia,,,,,2020-05-01,-35,-3,-42,-56,-31,18
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-02,-32,6,-19,-46,-25,12
AU,Australia,New South Wales,,AU-NSW,,2020-05-02,-35,1,-45,-47,-28,13
AU,Australia,Northern Territory,,AU-NT,,2020-05-02,-16,13,23,-32,-19,6
AU,Australia,Queensland,,AU-QLD,,2020-05-02,-25,3,-19,-49,-25,11
AU,Australia,South Australia,,AU-SA,,2020-05-02,-27,4,-50,-44,-24,13
AU,Australia,Tasmania,,AU-TAS,,2020-05-02,-47,-25,-77,-67,-32,16
AU,Australia,Victoria,,AU-VIC,,2020-05-02,-42,-7,-67,-62,-32,19
AU,Australia,Western Australia,,AU-WA,,2020-05-02,-25,2,-14,-47,-20,10
AU,Australia,,,,,2020-05-02,-33,-1,-38,-51,-27,13
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-03,-33,-1,59,-45,-27,9
AU,Australia,New South Wales,,AU-NSW,,2020-05-03,-35,-3,-18,-50,-30,11
AU,Australia,Northern Territory,,AU-NT,,2020-05-03,-18,8,28,-37,-21,4
AU,Australia,Queensland,,AU-QLD,,2020-05-03,-23,0,-7,-52,-27,8
AU,Australia,South Australia,,AU-SA,,2020-05-03,-31,-7,-22,-48,-24,9
AU,Australia,Tasmania,,AU-TAS,,2020-05-03,-48,-22,-70,-64,-28,14
AU,Australia,Victoria,,AU-VIC,,2020-05-03,-42,-12,-50,-63,-34,15
AU,Australia,Western Australia,,AU-WA,,2020-05-03,-28,-10,-9,-50,-21,9
AU,Australia,,,,,2020-05-03,-34,-6,-20,-52,-29,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-04,-38,-4,-6,-51,-40,18
AU,Australia,New South Wales,,AU-NSW,,2020-05-04,-35,-9,-29,-56,-34,16
AU,Australia,Northern Territory,,AU-NT,,2020-05-04,-22,3,45,-45,-67,19
AU,Australia,Queensland,,AU-QLD,,2020-05-04,-54,-47,20,-66,-76,23
AU,Australia,South Australia,,AU-SA,,2020-05-04,-27,-2,-24,-41,-14,10
AU,Australia,Tasmania,,AU-TAS,,2020-05-04,-40,-18,-64,-55,-21,12
AU,Australia,Victoria,,AU-VIC,,2020-05-04,-41,-14,-39,-66,-38,18
AU,Australia,Western Australia,,AU-WA,,2020-05-04,-29,-3,-50,-55,-18,13
AU,Australia,,,,,2020-05-04,-39,-17,-24,-58,-41,17
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-05,-39,-9,-3,-52,-41,19
AU,Australia,New South Wales,,AU-NSW,,2020-05-05,-37,-9,-37,-56,-36,17
AU,Australia,Northern Territory,,AU-NT,,2020-05-05,-16,8,-3,-30,5,6
AU,Australia,Queensland,,AU-QLD,,2020-05-05,-21,17,-24,-53,-25,12
AU,Australia,South Australia,,AU-SA,,2020-05-05,-27,-2,-20,-41,-17,11
AU,Australia,Tasmania,,AU-TAS,,2020-05-05,-42,-18,-57,-54,-23,13
AU,Australia,Victoria,,AU-VIC,,2020-05-05,-39,-14,-26,-64,-39,19
AU,Australia,Western Australia,,AU-WA,,2020-05-05,-28,-1,-44,-51,-18,13
AU,Australia,,,,,2020-05-05,-32,-3,-33,-55,-31,16
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-06,-37,-3,4,-51,-41,20
AU,Australia,New South Wales,,AU-NSW,,2020-05-06,-36,-6,-23,-54,-35,18
AU,Australia,Northern Territory,,AU-NT,,2020-05-06,-17,12,0,-28,6,7
AU,Australia,Queensland,,AU-QLD,,2020-05-06,-28,-1,-25,-52,-26,14
AU,Australia,South Australia,,AU-SA,,2020-05-06,-27,1,-17,-41,-17,11
AU,Australia,Tasmania,,AU-TAS,,2020-05-06,-40,-15,-59,-55,-23,14
AU,Australia,Victoria,,AU-VIC,,2020-05-06,-39,-12,-37,-65,-39,20
AU,Australia,Western Australia,,AU-WA,,2020-05-06,-29,-1,-50,-54,-20,14
AU,Australia,,,,,2020-05-06,-33,-6,-30,-55,-31,16
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-07,-37,-9,-2,-50,-41,19
AU,Australia,New South Wales,,AU-NSW,,2020-05-07,-33,-1,-21,-53,-35,18
AU,Australia,Northern Territory,,AU-NT,,2020-05-07,-17,9,6,-29,3,8
AU,Australia,Queensland,,AU-QLD,,2020-05-07,-27,1,-20,-52,-26,13
AU,Australia,South Australia,,AU-SA,,2020-05-07,-24,7,-23,-42,-18,12
AU,Australia,Tasmania,,AU-TAS,,2020-05-07,-40,-14,-54,-54,-22,15
AU,Australia,Victoria,,AU-VIC,,2020-05-07,-40,-9,-37,-65,-39,20
AU,Australia,Western Australia,,AU-WA,,2020-05-07,-24,6,-38,-49,-18,13
AU,Australia,,,,,2020-05-07,-32,-2,-25,-54,-31,16
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-08,-34,0,22,-48,-37,20
AU,Australia,New South Wales,,AU-NSW,,2020-05-08,-32,4,-17,-50,-33,16
AU,Australia,Northern Territory,,AU-NT,,2020-05-08,-14,21,7,-26,7,7
AU,Australia,Queensland,,AU-QLD,,2020-05-08,-24,4,-18,-51,-22,13
AU,Australia,South Australia,,AU-SA,,2020-05-08,-23,8,-33,-40,-15,12
AU,Australia,Tasmania,,AU-TAS,,2020-05-08,-38,-9,-59,-54,-22,16
AU,Australia,Victoria,,AU-VIC,,2020-05-08,-33,-1,-33,-62,-38,20
AU,Australia,Western Australia,,AU-WA,,2020-05-08,-21,10,-29,-48,-15,12
AU,Australia,,,,,2020-05-08,-29,5,-23,-51,-28,16
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-09,-25,10,-10,-41,-20,10
AU,Australia,New South Wales,,AU-NSW,,2020-05-09,-26,15,-25,-38,-24,10
AU,Australia,Northern Territory,,AU-NT,,2020-05-09,-12,19,30,-29,-15,6
AU,Australia,Queensland,,AU-QLD,,2020-05-09,-17,17,-14,-44,-21,9
AU,Australia,South Australia,,AU-SA,,2020-05-09,-18,21,-46,-41,-21,11
AU,Australia,Tasmania,,AU-TAS,,2020-05-09,-34,-7,-74,-63,-28,14
AU,Australia,Victoria,,AU-VIC,,2020-05-09,-36,4,-69,-61,-29,18
AU,Australia,Western Australia,,AU-WA,,2020-05-09,-14,22,-20,-43,-17,9
AU,Australia,,,,,2020-05-09,-25,13,-32,-46,-23,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-10,-30,-2,49,-41,-24,6
AU,Australia,New South Wales,,AU-NSW,,2020-05-10,-30,-1,-15,-43,-25,8
AU,Australia,Northern Territory,,AU-NT,,2020-05-10,-14,17,28,-35,-17,5
AU,Australia,Queensland,,AU-QLD,,2020-05-10,-22,-1,0,-47,-20,6
AU,Australia,South Australia,,AU-SA,,2020-05-10,-27,-3,-22,-41,-19,6
AU,Australia,Tasmania,,AU-TAS,,2020-05-10,-39,-16,-66,-57,-23,11
AU,Australia,Victoria,,AU-VIC,,2020-05-10,-37,-11,-46,-61,-30,13
AU,Australia,Western Australia,,AU-WA,,2020-05-10,-22,0,-4,-43,-16,7
AU,Australia,,,,,2020-05-10,-29,-4,-16,-46,-24,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-11,-38,-9,-10,-49,-37,17
AU,Australia,New South Wales,,AU-NSW,,2020-05-11,-33,-7,-25,-52,-30,15
AU,Australia,Northern Territory,,AU-NT,,2020-05-11,-15,9,-1,-33,10,6
AU,Australia,Queensland,,AU-QLD,,2020-05-11,-26,-5,-24,-50,-18,11
AU,Australia,South Australia,,AU-SA,,2020-05-11,-25,3,-21,-38,-12,10
AU,Australia,Tasmania,,AU-TAS,,2020-05-11,-42,-18,-66,-55,-19,12
AU,Australia,Victoria,,AU-VIC,,2020-05-11,-38,-12,-27,-65,-38,18
AU,Australia,Western Australia,,AU-WA,,2020-05-11,-23,-1,-24,-47,-14,11
AU,Australia,,,,,2020-05-11,-31,-7,-26,-53,-27,14
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-12,-38,-8,-12,-53,-37,19
AU,Australia,New South Wales,,AU-NSW,,2020-05-12,-33,-4,-29,-52,-31,16
AU,Australia,Northern Territory,,AU-NT,,2020-05-12,-14,7,-2,-26,7,6
AU,Australia,Queensland,,AU-QLD,,2020-05-12,-26,-2,-19,-50,-21,12
AU,Australia,South Australia,,AU-SA,,2020-05-12,-25,-1,-28,-39,-14,11
AU,Australia,Tasmania,,AU-TAS,,2020-05-12,-43,-17,-67,-56,-23,14
AU,Australia,Victoria,,AU-VIC,,2020-05-12,-38,-10,-41,-65,-38,19
AU,Australia,Western Australia,,AU-WA,,2020-05-12,-22,1,-18,-44,-14,11
AU,Australia,,,,,2020-05-12,-31,-4,-30,-52,-28,15
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-13,-37,-3,-4,-51,-37,19
AU,Australia,New South Wales,,AU-NSW,,2020-05-13,-34,-4,-28,-52,-31,16
AU,Australia,Northern Territory,,AU-NT,,2020-05-13,-15,9,-3,-28,8,6
AU,Australia,Queensland,,AU-QLD,,2020-05-13,-27,-3,-19,-48,-22,12
AU,Australia,South Australia,,AU-SA,,2020-05-13,-25,1,-25,-40,-14,11
AU,Australia,Tasmania,,AU-TAS,,2020-05-13,-39,-14,-59,-53,-21,14
AU,Australia,Victoria,,AU-VIC,,2020-05-13,-37,-9,-40,-64,-37,19
AU,Australia,Western Australia,,AU-WA,,2020-05-13,-23,2,-19,-44,-14,11
AU,Australia,,,,,2020-05-13,-31,-5,-28,-52,-27,15
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-14,-34,-2,11,-49,-37,17
AU,Australia,New South Wales,,AU-NSW,,2020-05-14,-33,-4,-36,-53,-31,16
AU,Australia,Northern Territory,,AU-NT,,2020-05-14,-13,12,10,-27,5,6
AU,Australia,Queensland,,AU-QLD,,2020-05-14,-27,-2,-16,-50,-22,11
AU,Australia,South Australia,,AU-SA,,2020-05-14,-22,1,-17,-37,-16,10
AU,Australia,Tasmania,,AU-TAS,,2020-05-14,-38,-14,-50,-54,-19,13
AU,Australia,Victoria,,AU-VIC,,2020-05-14,-37,-8,-29,-63,-37,18
AU,Australia,Western Australia,,AU-WA,,2020-05-14,-23,1,-15,-44,-15,10
AU,Australia,,,,,2020-05-14,-31,-4,-24,-52,-28,15
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-15,-34,-2,26,-49,-35,19
AU,Australia,New South Wales,,AU-NSW,,2020-05-15,-32,-1,-40,-51,-30,16
AU,Australia,Northern Territory,,AU-NT,,2020-05-15,-4,17,13,-28,8,4
AU,Australia,Queensland,,AU-QLD,,2020-05-15,-25,2,-14,-49,-21,12
AU,Australia,South Australia,,AU-SA,,2020-05-15,-22,5,-14,-35,-13,9
AU,Australia,Tasmania,,AU-TAS,,2020-05-15,-37,-12,-53,-54,-20,14
AU,Australia,Victoria,,AU-VIC,,2020-05-15,-32,-2,-27,-60,-37,18
AU,Australia,Western Australia,,AU-WA,,2020-05-15,-22,7,-21,-44,-13,11
AU,Australia,,,,,2020-05-15,-29,2,-26,-50,-27,15
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-16,-24,4,50,-37,-18,8
AU,Australia,New South Wales,,AU-NSW,,2020-05-16,-28,4,-27,-38,-23,9
AU,Australia,Northern Territory,,AU-NT,,2020-05-16,-5,16,29,-26,-11,4
AU,Australia,Queensland,,AU-QLD,,2020-05-16,-21,5,-10,-43,-20,8
AU,Australia,South Australia,,AU-SA,,2020-05-16,-19,7,-7,-32,-19,8
AU,Australia,Tasmania,,AU-TAS,,2020-05-16,-34,-18,-55,-56,-24,12
AU,Australia,Victoria,,AU-VIC,,2020-05-16,-32,-1,-11,-47,-25,11
AU,Australia,Western Australia,,AU-WA,,2020-05-16,-20,8,-19,-41,-16,8
AU,Australia,,,,,2020-05-16,-26,3,-14,-41,-22,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-17,-26,1,84,-43,-24,7
AU,Australia,New South Wales,,AU-NSW,,2020-05-17,-26,-2,1,-42,-25,9
AU,Australia,Northern Territory,,AU-NT,,2020-05-17,-5,14,21,-40,-12,4
AU,Australia,Queensland,,AU-QLD,,2020-05-17,-21,0,-1,-49,-22,7
AU,Australia,South Australia,,AU-SA,,2020-05-17,-20,2,12,-38,-21,6
AU,Australia,Tasmania,,AU-TAS,,2020-05-17,-39,-18,-59,-61,-24,11
AU,Australia,Victoria,,AU-VIC,,2020-05-17,-33,-8,-10,-54,-28,9
AU,Australia,Western Australia,,AU-WA,,2020-05-17,-22,1,-13,-45,-17,8
AU,Australia,,,,,2020-05-17,-26,-3,0,-45,-24,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-18,-32,-3,-3,-46,-31,15
AU,Australia,New South Wales,,AU-NSW,,2020-05-18,-29,-4,-33,-52,-28,15
AU,Australia,Northern Territory,,AU-NT,,2020-05-18,-2,12,1,-25,13,5
AU,Australia,Queensland,,AU-QLD,,2020-05-18,-22,-2,-29,-50,-17,11
AU,Australia,South Australia,,AU-SA,,2020-05-18,-22,7,-11,-34,-9,8
AU,Australia,Tasmania,,AU-TAS,,2020-05-18,-35,-15,-60,-52,-16,11
AU,Australia,Victoria,,AU-VIC,,2020-05-18,-34,-8,-4,-61,-35,16
AU,Australia,Western Australia,,AU-WA,,2020-05-18,-17,3,-27,-44,-9,9
AU,Australia,,,,,2020-05-18,-26,-4,-25,-51,-24,13
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-19,-33,-7,-7,-50,-30,16
AU,Australia,New South Wales,,AU-NSW,,2020-05-19,-29,-3,-23,-50,-29,15
AU,Australia,Northern Territory,,AU-NT,,2020-05-19,-5,8,-3,-24,9,4
AU,Australia,Queensland,,AU-QLD,,2020-05-19,-23,-1,-18,-49,-19,11
AU,Australia,South Australia,,AU-SA,,2020-05-19,-24,0,-26,-39,-12,10
AU,Australia,Tasmania,,AU-TAS,,2020-05-19,-36,-15,-55,-53,-18,12
AU,Australia,Victoria,,AU-VIC,,2020-05-19,-36,-9,-36,-63,-37,18
AU,Australia,Western Australia,,AU-WA,,2020-05-19,-17,4,-19,-41,-10,9
AU,Australia,,,,,2020-05-19,-28,-3,-27,-51,-25,14
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-20,-33,-3,-28,-52,-31,18
AU,Australia,New South Wales,,AU-NSW,,2020-05-20,-29,-3,-17,-49,-29,15
AU,Australia,Northern Territory,,AU-NT,,2020-05-20,-5,18,-2,-27,11,5
AU,Australia,Queensland,,AU-QLD,,2020-05-20,-23,-2,-28,-49,-21,12
AU,Australia,South Australia,,AU-SA,,2020-05-20,-26,0,-41,-41,-13,11
AU,Australia,Tasmania,,AU-TAS,,2020-05-20,-35,-16,-61,-54,-19,13
AU,Australia,Victoria,,AU-VIC,,2020-05-20,-35,-6,-40,-63,-36,18
AU,Australia,Western Australia,,AU-WA,,2020-05-20,-17,3,-20,-43,-10,10
AU,Australia,,,,,2020-05-20,-27,-3,-27,-51,-25,15
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-21,-30,-3,-1,-46,-32,17
AU,Australia,New South Wales,,AU-NSW,,2020-05-21,-30,-4,-38,-51,-29,17
AU,Australia,Northern Territory,,AU-NT,,2020-05-21,-6,14,3,-27,7,6
AU,Australia,Queensland,,AU-QLD,,2020-05-21,-23,-1,-31,-51,-21,12
AU,Australia,South Australia,,AU-SA,,2020-05-21,-20,4,-24,-37,-14,10
AU,Australia,Tasmania,,AU-TAS,,2020-05-21,-33,-13,-46,-53,-18,13
AU,Australia,Victoria,,AU-VIC,,2020-05-21,-37,-7,-49,-64,-37,19
AU,Australia,Western Australia,,AU-WA,,2020-05-21,-17,2,-18,-41,-11,10
AU,Australia,,,,,2020-05-21,-28,-3,-33,-52,-26,15
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-22,-29,-2,-2,-46,-28,18
AU,Australia,New South Wales,,AU-NSW,,2020-05-22,-29,2,-41,-50,-27,16
AU,Australia,Northern Territory,,AU-NT,,2020-05-22,-1,30,5,-26,11,4
AU,Australia,Queensland,,AU-QLD,,2020-05-22,-21,3,-23,-48,-17,11
AU,Australia,South Australia,,AU-SA,,2020-05-22,-22,7,-43,-40,-11,10
AU,Australia,Tasmania,,AU-TAS,,2020-05-22,-32,-11,-49,-51,-17,13
AU,Australia,Victoria,,AU-VIC,,2020-05-22,-30,1,-38,-60,-35,18
AU,Australia,Western Australia,,AU-WA,,2020-05-22,-15,9,-16,-42,-9,9
AU,Australia,,,,,2020-05-22,-25,5,-33,-49,-23,14
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-23,-22,3,-22,-40,-15,9
AU,Australia,New South Wales,,AU-NSW,,2020-05-23,-24,6,-36,-38,-20,10
AU,Australia,Northern Territory,,AU-NT,,2020-05-23,-3,24,25,-26,-9,4
AU,Australia,Queensland,,AU-QLD,,2020-05-23,-18,7,-34,-47,-18,9
AU,Australia,South Australia,,AU-SA,,2020-05-23,-18,11,-35,-32,-17,9
AU,Australia,Tasmania,,AU-TAS,,2020-05-23,-27,-15,-54,-52,-22,10
AU,Australia,Victoria,,AU-VIC,,2020-05-23,-31,3,-53,-51,-22,13
AU,Australia,Western Australia,,AU-WA,,2020-05-23,-12,12,-5,-37,-13,6
AU,Australia,,,,,2020-05-23,-23,5,-32,-42,-19,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-24,-24,-1,55,-43,-21,7
AU,Australia,New South Wales,,AU-NSW,,2020-05-24,-26,-1,-24,-45,-24,9
AU,Australia,Northern Territory,,AU-NT,,2020-05-24,-4,20,26,-36,-10,3
AU,Australia,Queensland,,AU-QLD,,2020-05-24,-17,4,1,-48,-19,7
AU,Australia,South Australia,,AU-SA,,2020-05-24,-21,1,-18,-41,-20,7
AU,Australia,Tasmania,,AU-TAS,,2020-05-24,-34,-15,-60,-59,-24,10
AU,Australia,Victoria,,AU-VIC,,2020-05-24,-33,-7,-32,-54,-26,10
AU,Australia,Western Australia,,AU-WA,,2020-05-24,-34,-10,-63,-59,-22,11
AU,Australia,,,,,2020-05-24,-27,-3,-23,-47,-23,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-25,-30,-5,-9,-43,-27,14
AU,Australia,New South Wales,,AU-NSW,,2020-05-25,-28,-8,-45,-50,-24,13
AU,Australia,Northern Territory,,AU-NT,,2020-05-25,-2,22,9,-26,14,4
AU,Australia,Queensland,,AU-QLD,,2020-05-25,-18,0,-14,-45,-12,9
AU,Australia,South Australia,,AU-SA,,2020-05-25,-20,7,-21,-37,-9,8
AU,Australia,Tasmania,,AU-TAS,,2020-05-25,-32,-13,-61,-45,-12,10
AU,Australia,Victoria,,AU-VIC,,2020-05-25,-29,-4,-2,-59,-33,15
AU,Australia,Western Australia,,AU-WA,,2020-05-25,-25,-6,-51,-50,-14,11
AU,Australia,,,,,2020-05-25,-25,-4,-30,-50,-22,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-26,-30,-7,-8,-47,-25,15
AU,Australia,New South Wales,,AU-NSW,,2020-05-26,-28,-2,-41,-49,-24,14
AU,Australia,Northern Territory,,AU-NT,,2020-05-26,-6,13,1,-25,11,4
AU,Australia,Queensland,,AU-QLD,,2020-05-26,-20,0,-4,-44,-13,9
AU,Australia,South Australia,,AU-SA,,2020-05-26,-21,0,-27,-36,-10,9
AU,Australia,Tasmania,,AU-TAS,,2020-05-26,-33,-15,-56,-47,-13,10
AU,Australia,Victoria,,AU-VIC,,2020-05-26,-32,-6,-18,-58,-30,15
AU,Australia,Western Australia,,AU-WA,,2020-05-26,-16,4,-29,-42,-8,9
AU,Australia,,,,,2020-05-26,-26,-2,-27,-47,-20,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-27,-29,-2,1,-46,-26,16
AU,Australia,New South Wales,,AU-NSW,,2020-05-27,-26,-1,-20,-45,-22,13
AU,Australia,Northern Territory,,AU-NT,,2020-05-27,-4,19,2,-28,13,4
AU,Australia,Queensland,,AU-QLD,,2020-05-27,-20,-1,-7,-42,-15,10
AU,Australia,South Australia,,AU-SA,,2020-05-27,-21,3,-23,-37,-10,9
AU,Australia,Tasmania,,AU-TAS,,2020-05-27,-30,-13,-54,-46,-12,11
AU,Australia,Victoria,,AU-VIC,,2020-05-27,-32,-4,-27,-58,-29,16
AU,Australia,Western Australia,,AU-WA,,2020-05-27,-16,3,-33,-42,-8,9
AU,Australia,,,,,2020-05-27,-24,-2,-21,-46,-20,13
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-28,-25,2,12,-42,-25,14
AU,Australia,New South Wales,,AU-NSW,,2020-05-28,-24,-1,-8,-43,-21,13
AU,Australia,Northern Territory,,AU-NT,,2020-05-28,-2,18,5,-26,10,5
AU,Australia,Queensland,,AU-QLD,,2020-05-28,-21,0,-5,-44,-16,9
AU,Australia,South Australia,,AU-SA,,2020-05-28,-17,4,-13,-35,-11,9
AU,Australia,Tasmania,,AU-TAS,,2020-05-28,-30,-12,-47,-45,-11,11
AU,Australia,Victoria,,AU-VIC,,2020-05-28,-33,-4,-22,-58,-29,16
AU,Australia,Western Australia,,AU-WA,,2020-05-28,-17,3,-39,-42,-9,10
AU,Australia,,,,,2020-05-28,-24,-1,-14,-45,-20,13
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-29,-24,0,22,-41,-22,15
AU,Australia,New South Wales,,AU-NSW,,2020-05-29,-25,3,-31,-43,-20,13
AU,Australia,Northern Territory,,AU-NT,,2020-05-29,0,28,13,-27,13,3
AU,Australia,Queensland,,AU-QLD,,2020-05-29,-19,4,-10,-43,-12,9
AU,Australia,South Australia,,AU-SA,,2020-05-29,-17,7,-7,-30,-8,8
AU,Australia,Tasmania,,AU-TAS,,2020-05-29,-30,-9,-54,-47,-11,12
AU,Australia,Victoria,,AU-VIC,,2020-05-29,-27,2,-19,-55,-28,15
AU,Australia,Western Australia,,AU-WA,,2020-05-29,-19,4,-51,-45,-12,10
AU,Australia,,,,,2020-05-29,-23,5,-25,-44,-19,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-05-30,-18,1,57,-30,-8,6
AU,Australia,New South Wales,,AU-NSW,,2020-05-30,-21,5,-4,-29,-13,7
AU,Australia,Northern Territory,,AU-NT,,2020-05-30,-3,25,36,-28,-6,3
AU,Australia,Queensland,,AU-QLD,,2020-05-30,-17,6,2,-39,-14,7
AU,Australia,South Australia,,AU-SA,,2020-05-30,-18,10,-39,-33,-16,9
AU,Australia,Tasmania,,AU-TAS,,2020-05-30,-25,-15,-53,-49,-20,10
AU,Australia,Victoria,,AU-VIC,,2020-05-30,-26,4,-7,-43,-15,10
AU,Australia,Western Australia,,AU-WA,,2020-05-30,-13,10,-36,-40,-12,7
